,Tweets,Class
752,binanın çöküş anı rabbim cümlesine yardım etsin sondakika gaziantep malatya kahramanmaraş afad hatay depremoldu deprem nurdağı borsakapatılsın acil enkazaltındayım ıban turkey defne elbistan hatay antakya ahbap halüklevent volkan demirel,0
753,kuzenimden haber alamıyoruz afad afadtürkiye gaziantep turkey acil kahramanmaraş nurdağı iskenderun enkaz kayseri adanadeprem enkazaltındayım mersin şanlıurfa earthquake,0
754,deprem depremoldu turkey afad yayalım yardım edelim,0
755,arkadaşımın ailesi adıyamanda göçük altında hala daha afad ekipleri ulaşmamış saatlerdir caresizler yayalım arkadaşlar deprem şanlıurfa enkazaltındayım acil afaddeprem iskenderun adıyamandeprem turkey,0
756,hatay deprem afaddeprem gaziantep turkey konum hatay iskenderun,0
757,arkadaşımın ailesi enkaz altında kaldı o bölgede yaşayanlar lütfen yardım edin gaziantep enkaz enkazaltındayım acil turkey afadgaziantep,0
758,lütfen afadın uyarılarını yayalım arkadaşlar afet bölgesindeki kurtarma ekiplerine ve acil yardım ekiplerine yardımcı olalım orada molozların altında sıkışıp kalanlar bizim canımızdan kanımızdan turkey earthquake afaddeprem,0
759,geçmiş olsun türkiyem gaziantep kahramanmaraş iskenderun şanlıurfa adanadeprem acil turkey afaddeprem enkaz hataydeprem,0
760,türkiyem uygulamayı indirip enkaz altındayım bildirimi yaparak destek çağırabilirsiniz enkaz bölgelerinde sessiz olalım lütfen afad depremde acil turkey enkaz afad deprem,0
761,hatayda 4 can kaybı var deniyor şaka mısınız buraya yardım gelmiyor ölü sayısı çok daha fazla lütfen yardım edin yan komşumuz oldu kimse gelmiyor afadhatay depremdairesi acil turkey iskenderun enkaz enkazaltındayım hataydeprem antakya afadhatay,0
762,hataya destek lazım herkes yardım bekliyor lütfen yetişin artık deprem hatay acil enkazaltındayım afad turkey,0
763,acil destek lütfen depremkahramanmaraş deprem enkaz acil afad kahramanmaraş turkey deprem oğuzhanugür,0
764,acil ihtiyaç listesi ve ulaştırılacak nokta deprem afad acil turkey enkaz hatay gaziantep kahramanmaraş iskenderun adana şanlıurfa adıyaman mersin,0
765,yardım edin lütfen deprem depremoldu turkey afad,0
766,niye maraşta canlı yayın yapılmıyor yeter artık bizde sevdiklerimizi yaşadığımız büyüdüğümüz memleket ne halde görmek istiyoruz hiçbir haber kanalı vermiyor şehrin yarısı yıkıldı be ntv haberturktu a haber halktvcomtr nurdağı kahramanmaraş acil afaddeprem earthquake,0
767,afet var devletimiz orada şimdi bize düşen birer karınca olmak battaniye erzak kan nakdi bağış imkanlar ne elveriyorsa tüm yardımlar ve koordinasyon afad üzerinden yapılıyor linkten doğrudan bağış yapabilirsiniz deprem turkey aardbeving,0
768,yayalım deprem acil afad nurdağı hatay kahramanmaraş earthquake turkey,0
769,bu zorlu zamanda nerelere bağış attığımızda dikkat edelim maalesef elbet bu durumu kendi avantajlarına kullanacak şerefsizler var lütfen afadkizılay ve daha fazla güvenli ve doğrulanmış vakıf ve kurullara bağış gönderelim deprem turkey hatay kahramanmaraş antalya,0
770,gaziantepte son durum allahım yardıma ihtiyacı olanlara yardım et sondakika gaziantep malatya kahramanmaraş afad hatay depremoldu deprem nurdağı borsakapatılsın acil enkazaltındayım ıban turkey defne elbistan hatay antakya ahbap halüklevent volkan demirel,0
771,bakan yanık adanada 7 binamız hasarlı 36 can kaybımız var deprem suriye kandilli nurdağı hatay afad earthquake kahramanmaraş sondakika gaziantep malatya kayseri acil malatya hatay antakya,0
772,telefona erişim sağlayabilenenkaz altın da olanlar afad uygulamasını yükleyinsinyal bulucu arşesini duyurabilmek için çok önemli afaddeprem turkey gaziantep depremgaziantep depremkahramanmaraş spkgovtr yardımcıhızmetler nurdağı,0
773,bölgedeki afad telefonları deprem earthquake kahramanmaraş hatay adana gaziantep diyarbakır,0
774,allah yardımcımız olsun turkey afad,0
775,batu dayan oğlum afadhatay deprem turkey acil sondakika,0
776,sahipsiz memleketimiz hataydeprem içinde yardım beksypruz afaddeprem afadhatay afadantakya acil turkey,0
777,uzaktan hiçbir şey yapamıyoruz evet ama orada olmak istiyoruz kan vererek destek olabiliriz allah yardımcıları olsun deprem afad acil turkey ankara enkaz,0
778,deprem bölgelerinde olan arkadaşlar hırsızlara mutlaka dikkat edin evlerde kol geziyorlar gaziantep kahramanmaraş turkey iskenderun acil şanlıurfa mersındeprem afaddeprem ahbap nurdağı enkazaltındayım adanadeprem,0
779,çok acil yayalım deprem gaziantep adıyaman acil enkazaltındayım afad turkey earthquake,0
780,yardım deprem turkey enkazaltındayım hatay afad afadbaşkanlık,0
781,elektrik yok benzin istasyonları yakıt yok herşey durmuş lütfen acil urfa adıyaman kahramanmaraş gaziantep hatay malatya afadadıyaman enkazaltındayım nurdağı enkazaltındayım turkey osmaniye acele edin lütfen,0
782,boğaziçi üniversitesi kandilli rasathanesi ve deprem araştırma enstitüsü müdürü prof dr haluk özener 74 büyüklüğündeki depremin ardından akdeniz için tsunami uyarısında bulundu enkaz depremoldu deprem turkey gaziantep enkazaltındayım afad kahramanmaraş,0
783,allah enkaz altında kalanların yardımcısı olsun hep beraber en azı kayıpla atlatacağız inşallah depremoldu deprem gaziantep kahramanmaraş hatay malatya acil enkazaltındayım afad turkey şanlıurfa,0
784,antakya deprem afad acil turkey haber alınması için yayalım bunu,0
785,volkan demirel yardım istiyor hatayantakyaya antakya deprem gaziantep nurdağı diyarbakır mardin şanlıurfa hatay adana depremoldu kahramanmaraş malatya afad mersındeprem yardım istanbulda enkazaltındayım sondakika korkunç saat0417 acil turkey iskenderun,0
786,waffle works ailesi olarak deprem bölgelerimize yardım araçlarımız yola çıkacaktır yardımlarınızı beklemekteyiz deprem depremgaziantep depremadana depremkahramanmaraş depremdestek turkey depremadana depremdiyarbakır depremsanlıurfa depremyardım afad afaddestek,0
787,sözde din kardeşlerimiz en ufak şeyde milli yas tuttuğumuz o araplar hani nerdesiniz yardımı bırak sesleri bile çıkmıyor turkey deprem afaddeprem,0
788,lütfen araç kullanmayalım ekipleri zor durumda bırakmayalım lütfen inşa depremhabercisi enkaz altında bilgisi paylaşırken bu hesabı etiketleyerek yetkililere sesimizi duyuralım depremoldu deprem gaziantep hatay kahramanmaraş malatya afad earthquake şanlıurfa kayseri,0
789,lütfen yardım edelim deprem depremsanlıurfa şanlıurfa depremioldu deprem acil afad afaddeprem yardım earthquake,0
790,geçmiş olsun türkiyem deprem afad turkey gaziantep hatay malatya osmaniye kahramanmaraş bitlis diyabakır adıyaman adana şanlıurfa,0
791,kızılay kan bağış merkezlerriankara sondakika depremoldu deprem acil enkazaltındayım afad turkey,0
792,şanlıurfa devlet hastanesi ek hizmet binası gönüllü kan bağışında bulunan vatandaşlarımız allah devletimizin eksikliğini vermesin vatandaşlarımızdan allah razı olsun deprem depremoldu acil afad turkey kahramanmaraş hatay malatya gaziantep nurdağı mersin,0
793,açık olan cemevlerimizin açık adresleri iskenderun enkazaltındayım afad hatay diyarbakır malatya depremoldu kayseri kahramanmaraş gaziantep enkaz şanlıurfa earthquake mersin nurdağı adanadeprem acil samandağı mersındeprem spkgovtr,0
794,deprem bölgelerindeki vatandaşlarımızın wifi şifrelerini kaldırmaları çok önemli enkaz altındaki vatandaşlara yardımcı olabilirsiniz deprem depremoldu hatay kahramanmaraş acil turkey afad gaziantep earthquake,0
795,hatay akademi hastanesi hataydeprem deprem depremoldu turkey gaziantep hatay nurdağı σεισμος enkazaltındayım afad kahramanmaraş iskenderun malatya,0
796,malatyadayız ve 200 e yakın bina yıkıldı kimbilir kaç yakinimizi eşimizi dostumuzu kaybettik şimdilik bilmiyorum allahım sen alttakilere yardım et yaralılara şifa ver hayatını kaybedenlerin ailesine sabır ver deprem afad hatay kahramanmaraş turkey,0
797,enkaz altından çıkartılan bir bebek anne babasına ulaşılamıyor lütfen yayalım iskenderun yeni devlet hastanesine götürüldü deprem hatay iskenderun gaziantep antep haarp afad turkey,0
798,bu doğal afetleri ilahi bir ikaz olarak görüp dinimize ve yaratılış amacımıza dönüp tövbe etmeli allah beterinden korusun bütün ülkemize geçmiş olsunmardındeprem depremoldu deprem gaziantep hatay kahramanmaraş malatya acil afad şanlıurfa kayseri turkey nurdağı,0
799,hasarlı yerleri paylaşın arkadaşlar gaziantep turkey şanlıurfa acil afad deprem hatay adana,0
800,yardım edin haber alamıyorum afad gaziantep enkazaltındayım turkey hatay hataydeprem depremadana,0
801,elimizden ne geliyorsa yardım edelim cebimizdeki paradan tutunda sağlığı el veren herkesin kan bağışında bulunması lazım zor zamanlardan geçiyoruz allah yardımcımız olsun deprem gaziantep hatay kahramanmaraş malatya acil afad turkey şanlıurfa,0
802,arkadaşıma barış temiz ulaşamıyorum hatayantakya da yaşıyor tanıyan veya haberi olan varsa lütfen bilgi verebilir mi hataydeprem deprem hatay afadhatay acil turkey afad,0
803,herkes paylaşsın lütfen depremoldu deprem hatay kahramanmaraş malatya acil diyarbakır gaziantep enkazaltındayım afad turkey şanlıurfa,0
804,lütfen yardım volkan demirele kulak verelim deprem depremoldu turkey enkazaltındayım gaziantep hatay afad kahramanmaraş nurdağı malatya iskenderun enkaz sasa şasapölyester hekts boşsa sanko ereğli thy şişe fener saray bist100 bekas spor odası,0
805,allah yardımcımız olsunüzüntümü tarif edebileceğim kelimeler bulamıyorum hayatını kaybedenlere allahtan rahmet yaralılara acil şifalar diliyorum depremoldu deprem kahramanmaraş hatay gaziantep afad acil turkey earthquake,0
806,insanlar canı ile cebelleşirken siyaset üzerinden ırkçılık yapan orospu çocukları var şu görüntüleri izlerken bir damla vicdanınız sızlamadı mı deprem batman kahramanmaraş gaziantep kayseri nurdağı hatay enkazaltındayım afad malatya acil turkey şanlıurfa,0
807,tvde her yer var hatay yok çıldıracağım allahım sen yardım et deprem hatay acil enkazaltındayım afad turkey earthquake,0
808,geçmiş olsun türkiyem deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad turkey earthquake şanlıurfa kayseri,0
809,acil yardım hatay hatay acil afad deprem deprem depremioldu depremoldu earthquake yardım yardımelin antakya,0
810,rt yapalım deprem depremoldu hatay malatya afad enkazaltındayım earthquake acil,0
811,deprem anında bu videodaki gibi faydalı paylaşımlar yaparak vatandaşlarımızı bilgilendirelim lütfen ve kurallara uyalım depremoldu deprem turkey enkazaltındayım gaziantep hatay afad kahramanmaraş malatya enkaz diyarbekir osmaniye elazığ pazarcık,0
812,din kardeşlerimiz nerde afad turkey earthquake acil,0
813,devremin ailesi bu adreste yaşıyor hiçbir şekilde ulaşamıyoruz depremoldu acil deprem kahramanmaraş turkey afad halüklevent militerdoktrin1 mcmvarmy afadbaşkanlık büyükşehirkm,0
814,enkazaltındayım afad hatay acil sondakika gaziantep kahramanmaraş enkazaltındayım turkey depremoldu arkadaşlar lütfen iletelim arkadaşım enkaz altında hayatta lütfen acele edelim,0
815,üst katlar inşaat olduğu için binanın daha yapılmadığı ve içinde insan olmadığı düşünülüyor arkadaşımızın ailesi şu an enkaz altında lütfen yardımcı olun deprem hatay acil depremoldu enkazaltında afad turkey,0
816,deprem depremoldu turkey enkazaltındayım gaziantep hatay afad kahramanmaraş çok geçmiş olsun,0
817,deprem günü çimento şirketi alacak kadar düştüysek vah halimize vah depremoldu deprem gaziantep hatay kahramanmaraş malatya acil afad turkey petkim tüpraş binince,0
818,bu adamları neden takmıyoruz adamlarda bilim var deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı turkey earthquake,0
819,allahım sen bu vatanı bu milleti kuru geçmiş olsun türkiyem deprem gaziantep hatay kahramanmaraş malatya depremoldu afad turkey,0
820,afad acil indirip konum atın şarjınız bitse bile konumunuz yetkililerde gözükecektir deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad turkey,0
821,depremoldu hatay gaziantep malatya acil enkazaltındayım afad şanlıurfa turkey allah hər biriniz komik olsun,0
822,lütfen gören bilen duyan yardım etsin ne olur deprem depremoldu hatay acil afad earthquake turkey,0
823,yayalım lütfen ekiplerin göremediği yerler var ulaştıralım acil yardım deprem depremoldu gaziantep hatay kahramanmaraş malatya acil afad turkey sondakika hatayafad,0
824,sondakika hatayspor teknik direktörü volkan demirel canlı yayın açarak yardım istedi allah rızası için yardım edin insanlar ölüyor afad gaziantep malatya hatay diyarbakır kahramanmaraş deprem earthquake 0417 adıyaman acil şanlıurfa afadbaşkanlık haarp,0
825,600 yıllık gaziantep kalesi yıkıldı deprem gaziantep hatay kahramanmaraş malatya acil afad enkazaltındayım turkey,0
826,samandağ deprem turkey hatay afad samandağ da inanılmaz bir yardım eksiği var lütfen yardım birileri gelmeli geceden beri enkazın altında insanlar bekliyor halüklevent afadhatay afadbaşkanlık depremdairesi tc_içişleri tcbestepe,0
827,acil yardım ve destek gerekiyor deprem depremoldu turkey enkazaltındayım gaziantep hatay afad kahramanmaraş malatya,0
828,allah cc depremi yaşayanlara ve göçük altında kalan vatandaşlarımıza yardımcı olsun ve arama kurtarma ekiplerimizle güç küvet versin rabbim deprem depremoldu gaziantep hatay kahramanmaraş malatya afad turkey,0
829,75 büyüklüğündeki deprem sonrası vali ve belediye başkanlarıyla görüşen cumhurbaşkanı tayyiperdoğan chpyi belediye başkanlarını aramadı deprem enkazaltındayım depremoldu malatya hatay adana mersin turkey earthquake afad,0
830,deprem neredeyim yazıp tüm operatörlerden 77 numarasına mesaj gönderildiğinde cep telefonunuza yer ve koordinatlar hakkında bilgi gelecektir kahramanmaraş malatya gaziantep hatay diyarbakır afad deprem depremoldu earthquake,0
831,arkadaşlar yayalım arkadaşımızın ablası hamileymiş allahım tez vakitte kurtulur inşallah rabbim yar ve yardımcısı olsun acil afad afadhatay deprem diyarbakır earthquake enkazaltındayım enkazaltındayım gocükaltında turkey,0
832,yayalım tüm operatörlerden neredeyim yazıp 77 ye mesaj gönderildiğinde cep telefonunuza yer ve koordinatlar hakkında bilgi gelecektir deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım turkey şanlıurfa kayseri afad türkiye,0
833,şanlıurfanın merkez haliliye ilçesi bahçelievler mahallesinde depremde hasar gören bir binanın yıkılma anı cep telefonuyla görüntülendi deprem gaziantep hatay kahramanmaraş afad earthquake,0
834,deprem depremoldu saat04 enkazaltındayım turkey gaziantep hatay afad hatay malatya kahramanmaraş allahım yardımcıları olsun,0
835,acil yardım hatay deprem hataydeprem samandağ afadhatay afad acil earthquakeinturkey earthquake helpturkey,0
836,bu soğuk kış günlerinde ne büyük acı kahramanmaraş gaziantep hatay şanlıurfa depremoldu acil afad earthquake deprem,0
837,deprem depremoldu gaziantep hatay kahramanmaraş enkazaltındayım acil afad şanlıurfa earthquake lütfen bu uygulamadan enkaz altındayım butonuna tıklayın arkadaşlar bilmeyenler için paylaşalım lütfen,0
838,hatay altınözü yolu depremoldu afad antakya deprem malatya şanlıurfa enkaz earthquake,0
839,sabahtan beri haber alamıyoruz telefonları ulaşılamıyor depremoldu deprem gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı enkazaltındayım turkey şanlıurfa,0
840,acil yardım enkazaltındayım afad afadhatay turkey,0
841,allah vefat edənlərə rəhmət yaralılara yardım etsin cox üzüldüm deprem turkey gaziantep hatay afad kahramanmaraş malatya enkaz depremoldu azerbaycan,0
842,depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar diliyorum rabbim yar ve yardımcıları olsun aziz milletimizin başı sağ olsun kahramanmaraş gaziantep hatay malatya şanlıurfa afad turkey,0
843,hatay çok kötü durumda ne olur yardım edin hatay afad deprem acil turkey,0
844,dayanışma zamanı bölge kriz masamız çalışmalarını sürdürüyor myk üyelerimiz hatay antep ve malatya maraş bölgelerindeki kriz bölgesine ulaşmak üzere yola çıktı deprem depremoldu gaziantep kahramanmaraş acil enkazaltındayım afad enkazaltındayım turkey şanlıurfa,0
845,kötü kötü vaziyet kötü haberlerde bile yer almayan hatay yerle bir oldu insanlar saatlerdir göçük altındatanıdıklar sevdiklerimiz oluyor yetişin ya ne olur kırıkhanda acil yetsin deprem hatay antakya kırıkhan iskenderun hatay acil afad turkey afadhatay afadlardım kırıkhan,0
846,indirelim lütfen deprem depremoldu gaziantep hatay kahramanmaraş malatya acil afad nurdağı şanlıurfa kayseri turkey,0
847,chp hatay mv suzan şahin az önce halk tvde hataya hala afad görevlisinin herhangi bir devlet yetkilisinin gelmediğini vatandaşların kendi uğraşları ile göçükten insan kurtardığını söyledi hatay resmen gözden çıkartılmış deprem kahramanmaraş hatay turkey,0
848,bursa osmangazi gençlik merkezine getirebilirsiniz acil afad depremoldu deprem earthquake enkaz bursa,0
849,çok şiddetli artçılar yaşanabilir lütfen malınız için evlere girip canınızı tehlikeye atmayın deprem depremoldu turkey gaziantep hatay hatay afad kahramanmaraş malatya nurdağı iskenderun enkaz,0
850,afadın uyarısı lütfen dikkate alalım enkazaltındayım turkey earthquake deprem nurdağı acil kahramanmaraş depremoldu afad adanadeprem adıyaman diyarbakır enkazaltındayım şanlıurfa gaziantep hatay iskenderun malatya mersin mersındeprem,0
851,paylaşalım arkadaşlar diyarbakırdeprem malatya turkey maraş gaziantep afad acil depremoldu,0
852,rabbim bu acıları kimseye yaşatmasın ölenlere rahmetiyle muamele eylesin yakınlarına sabır versin enkaz altında kalanları tez vakitte sağ çıkarsın haarp deprem depremoldu gaziantep malatya hatay acil enkazaltındayım kahramanmaraş turkey şanlıurfa kayseri afad,0
853,depremde hayatını kaybedenlere allahtan rahmet kederli ailelerine baş sağlığı dileriz inna lillâhi ve inna ileydi râciûn biz allahtan geldik allaha döneceğiz deprem depremoldu gaziantep hatay kahramanmaraş malatya acil afad enkazaltındayım nurdağı earthquake,0
854,birlikteyiz kardeşiz bağış zamanı deprem turkey afad,0
855,dayanışma zamanı bölge kriz masamız çalışmalarını sürdürüyor myk üyelerimiz hatay antep ve malatya maraş bölgelerindeki kriz bölgesine ulaşmak üzere yola çıktı deprem depremoldu gaziantep kahramanmaraş acil enkazaltındayım afad enkazaltındayım turkey şanlıurfa,0
856,nerede olduğunu bilmeyen canlarımız tüm operatörlerden 77ye neredeyim sesi gönderdiğinizde lokasyon bilgilerinize ulaşabilirsiniz enkazaltındayım afad acil hatay nurdağı kahramanmaraş diyarbakır deprem malatya turkey şanlıurfa kayseri,0
857,depremde hayatını kaybedenlere rahmet diliyorum yaralılara acil şifalar diliyorum hala göçük altında kurtarılmayı bekleyenlere de sabır diliyorum allahım bu acıyı dindirsene yarabbim depremoldu deprem gaziantep hatay kahramanmaraş malatya acil afad turkey kayseri,0
858,lanet kılıçlarınızı gömünüz bak savaşa gerek yok topluca oluyoruz ve öleceğiz şimdi yarım zamanı csn kurtaralım deprem gaziantep hatay malatya acil afad turkey,0
859,gaziantep ıslahiye deprem depremoldu gaziantep hatay kahramanmaraş malatya acil afad turkey,0
860,deprem öldürmez bina öldürür kalitesiz inşaatlar rant için para için yapılan ticaret için yapan inşaatları insanları öldürür ölüme sebep oluyorlar deprem depremoldu hatay kahramanmaraş malatya acil afad enkazaltındayım turkey,0
861,geçmiş olsun türkiyem deprem depremoldu gaziantep hatay kahramanmaraş malatya acil adana hatay afad turkey adıyaman malatya mersin,0
862,tüm ulusumuzu kan bağışına davet ediyoruz kızılay depremoldu afadbaşkanlık türkiye turkey,0
863,selcin halüklevent kral hocamdan kral hareket deprem selcin kahramanmaraş gaziantep malatya hatay acil afad ahbap şanlıurfa kayseri enkazaltındayım depremoldu turkey,0
864,bunun gibi provokasyon operasyon çocuklarını gerekli yerlere şikayet edin millet can derdin de bunun gibi lüzumsuzlar kanla beslenme derdin de tc_içişleri süleymansoylu şikayettir deprem afad turkey,0
865,başımız sağolsun türkiyem deprem depremoldu gaziantep hatay kahramanmaraş malatya afad şanlıurfa saat04 acil kayseri turkey,0
866,tüm operatörlerden neredeyim yazıp 77ye mesaj gönderildiğinde cep telefonunuza yer ve koordinatlarınız hakkında bilgi gelecektir deprem gaziantep kahramanmaraş nurdağı turkey earthquake kayseri acil afad,0
867,acil kriz masası iletişim numaralarımız deprem gaziantep hatay kahramanmaraş malatya enkazaltındayım afad turkey depremoldu sondakika syria kızılay yenidenrefahpartisi erbakanfatih süleymansöylü,0
868,soğuk kış gecesinde herkes evinde uykusundayken gelen deprem sayın artmasından çok korkuyorum allah sen yardıma gidenlere güç kuvvet göçük altındakilere sabır ver turkey afad depremoldu,0
869,yardım gönderin hataya ulaşamıyoruz turkey afad afadhatay afadlardım earthquake earthquaketurkey helpturkey,0
870,merkez üstü kahramanmaraşın pazarcık ilçesi olan 74 büyüklüğündeki depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar diliyoruz sondakika deprem earthquake acil turkey enkaz kahramanmaraş hatay gaziantep afad,0
871,depremden zarar gören herkese geçmiş olsun afad acil uygulamasını indirin deprem bölgesindeki wifi şifreleri kaldırın hatları gereksiz meşgul etmeyin veya kısa tutun kahramanmarasdeprem hatay earthquake şanlıurfa gaziantep turkey istanbul sondakika diyarbakır,0
872,geçmiş olsun türkiyem allah yaralılara acil şifa ölenlere rahmet eylesin deprem gaziantep hatay kahramanmaraş malatya enkazaltındayım afad earthquake,0
873,deprem tesadüf değildir ilk değil bu son da olmayacak hiçbir önlemimiz yokdeprem anında kaçacak boş bir alanımız yok binalar sağlam değil önlem almak için daha kaç can gidecek çok üzgünüm çok deprem depremoldu kahramanmaraş hatay malatya afad turkey earthquake,0
874,büyük kapatmanın yardım çağrısına ses verelim deprem depremoldu kahramanmaraş pazarcık adana gaziantep diyarbakırdadeprem geçmişolsunturkiye hatay malatya afad earthquake şanlıurfa kayseri,0
875,durum çok kötüyardım etmek için elimizden geleni yapalım deprem gaziantep kahramanmaraş hatay malatya acil afad turkey,0
876,yayın lütfen arkadaşlar önemli deprem depremoldu turkey enkazaltındayım gaziantep hatay afad kahramanmaraş malatya,0
877,askeri personel göçük altında afad gitmemiş diyorlar acil yayalım lütfen depremoldu deprem afad sondakika sondakika afadbaşkanlık hatay enkazaltındayım haarp turkey oğuzhanugür,0
878,acil kriz masası iletişim numaralarımız deprem gaziantep hatay kahramanmaraş malatya enkazaltındayım afad turkey depremoldu sondakika syria kızılay,0
879,yardım edin deprem enkazaltındayım depremoldu afad hatay turkey adıyaman,0
880,türkiyedeki karavanlar deprem bölgelerine yönlendirilmeli durumu olan karavan sahipleri çocuklar için bebekler için deprem bölgelerine gidin deprem hatay kahramanmaraş gaziantep malatya afad turkey şanlıurfa depremoldu karavan,0
881,tüm operatörlerden neredeyim yazıp 77ye mesaj gönderildiğinde cep telefonunuza yer ve koordinatlar hakkında bilgi gelecektir deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad enkazaltındayım nurdağı turkey earthquake,0
882,izmirde oturan dostlarımız acil ihtiyaç duyulacak olan battaniye ısıtıcı uyku tulumu gibi yardımlarınızı gaziemir fuar alanına götürebilirsiniz gaziantep acil afad antakya deprem depremoldu earthquake enkaz,0
883,adana canlı deprem anı biz sağlık problemleri olmadan atlatabildik çok zor özellikle 13 katta çok zor idi allah herkese yar ve yardımcı olsun depremoldu acil afad turkey depremadana adanadeprem,0
884,kahramanmaraşta meydana gelen ve birçok ilimizde de hissedilen depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar diliyoruz milletimizin başı sağ olsun deprem kahramanmaraş malatya gaziantep hatay afad turkey,0
885,işte en kötü sözcük kimse var mı allahım sen büyüksün sen yardım eyle sen güç kuvvet ver amed gaziantep hatay kahramanmaraş malatya afad şanlıurfa turkey deprem,0
886,allahım sen yardım yardım et bu ne büyük bir felaket böyle deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı turkey earthquake şanlıurfa,0
887,kızılay deprem turkey depremoldu afad enkaz arkadaşlar yayalım kan bağışı yapalım,0
888,kahramanmaraş depreminde yaşamını yitirenlere allahtan rahmet yaralılara acil şifalar diliyoruz deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad enkazaltındayım turkey şanlıurfa kayseri,0
889,45 personel ve görevli yönlendirilmek üzere bekletinmektedir mobil aşevimiz afet bölgesine sevk edilmiştir kilis ve reyhanlıda yemekhane kapasitemiz de 50 bin kişiliktir ihh deprem afadhatay afadgaziantep afadmaraş afadadıyaman earthquake,0
890,volkan demirelin ağladığını görmek yaramıza tuz bastı geçmiş olsun kaptan allah yardımcımız olsun deprem hatay acil afad turkey earthquake,0
891,önemlibilgi lütfen bu duruma hassas olalım deprem earthquake turkey acil afad,0
892,bu acıyı çok iyi bilirim vakit birlik olma vakti lütfen yardımlarınızı esirgemeyin rabbim yar ve yardımcıları olsun ölmüşlerimize rahmet göçük altında kalanlara dayanma gücü enkaz altında kalanlara yardım edenlere güç kuvvet versin deprem afad turkey,0
893,allahım yöneticilerin ihmalkarlığını bizden çıkarma deprem gaziantep hatay kahramanmaraş malatya acil afad earthquake şanlıurfa turkey,0
894,önemli neredeyim yazıp tüm operatörlerden 77 numarasına mesaj gönderildiğinde cep telefonunuza yer ve koordinatlar hakkında bilgi gelecektir deprem depremoldu gaziantep hatay kahramanmaraş acil malatya enkazaltındayım afad earthquake,0
895,şanlıurfa da meydana gelen artçı deprem sonrası boşaltılan binanın yıkılış anı canlı canlı kameraya kaydedildi şanlıurfa diyarbakırdadeprem maraşdeprem sallanıyoruz deprem afad deprem earthquake pazarcık gaziantep sondakika,0
896,bugün birlik olma günü lütfen dininizi ırkınızı dilinizikültürünüzü bir tarafa bırakıp sadece insanlığımızı konuşturalım deprem gaziantep hatay kahramanmaraş malatya acil enkazaltındayım acil afad nurdağı şanlıurfa turkey şanlıurfa enkazaltındayım kayseri,0
897,mesajları lütfen yayalım benim tanıdıklarım değil fakat twitterda görüp yardım göndertilirler afad hattı kapanmış galiba çekmiyormuş birimizhepimiz deprem gaziantep hatay depremoldu acil enkazaltındayım afad turkey,0
898,lütfen ulaştıralım deprem enkazaltındayım depremoldu turkey gaziantep hatay afad kahramanmaraş malatya iskenderun enkaz,0
899,kahramanmaraş depreminde yaşamını yitirenlere allahtan rahmet yaralılara acil şifalar diliyoruz deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad enkazaltındayım turkey şanlıurfa kayseri,0
900,şanlıurfadaki bir bina artçılardan sonra canlı canlı yıkıldığı görüntüler lütfen dikkat edelim evlere girmeyelim gaziantep kahramanmaraş hatay malatya deprem acil enkazaltındayım afad nurdağı turkey,0
901,yaşanan deprem nedeniyle türkiyeye yardım göndereceğini açıklayan ülkeler azerbaycan abd çin rusya israil pakistan italya kktc yunanistan iran deprem gaziantep kahramanmaraş hatay malatya afad turkey şanlıurfa nurdağı hatay sondakika,0
902,lütfen deprem yazıp 1866ya gönderelim deprem bölgesindeki vatandaşlarımıza yardımcı olalım deprem hatay gaziantep kahramanmaraş malatya acil enkazaltındayım afad şanlıurfa earthquake,0
903,yaylım deprem depremoldu gaziantep hatay kahramanmaraş malatya acil afad enkazaltındayım turkey,0
904,cumhurbaşkanı erdoğan afad başkanlığına gidiyor deprem suriye kandilli nurdağı hatay afad earthquake elbistan kahramanmaraş gaziantep malatya erdoğan batman,0
905,yayalım lütfen depremoldu earthquake afad,0
906,allah rahmet eylesin mekanları cennet olsun inşallah amin yaralılara acil şifalar versin inşallah amin deprem gaziantep hatay kahramanmaraş malatya depremoldu şanlıurfa afad acil turkey enkazaltındayım,0
907,arkadaşlar hatayla ilgili pek bir bilgi yokdürümün daha vahim olduğu söyleniyorşehrin yarısı yok olmuş durumdaymışlütfen paylaşalım deprem gaziantep hatay kahramanmaraş acil malatya enkazaltındayım ahbaphatay nurdağı turkey,0
